query,brand,attributes,product_type,tokens,bioes_tags,augmented_query,brand_added
tender coconut icecream,Lipton Ice Tea,['tender'],icecream,"['tender', 'coconut', 'icecream', 'Lipton', 'Ice', 'Tea']","['S-Attribute', 'O', 'S-ProductType', 'B-Brand', 'I-Brand', 'E-Brand']",tender coconut icecream Lipton Ice Tea,True
iphone 16 pro max,Apple,[],iphone,"['iphone', '16', 'pro', 'max', 'Apple']","['S-ProductType', 'O', 'O', 'O', 'S-Brand']",iphone 16 pro max Apple,True
basmati rice 1 kg,Masoori rice,['1 kg'],basmati rice,"['basmati', 'rice', '1', 'kg', 'Masoori', 'rice']","['B-ProductType', 'E-ProductType', 'B-Attribute', 'E-Attribute', 'B-Brand', 'E-Brand']",basmati rice 1 kg Masoori rice,True
kulfi ice cream,Kufril,['kulfi'],ice cream,"['kulfi', 'ice', 'cream', 'Kufril']","['S-Attribute', 'B-ProductType', 'E-ProductType', 'S-Brand']",kulfi ice cream Kufril,True
fastrack smart watch,Fastrack,[],smart watch,"['fastrack', 'smart', 'watch']","['S-Brand', 'B-ProductType', 'E-ProductType']",fastrack smart watch,False
badam milk powder,amul,"['badam', 'milk', 'powder']",,"['badam', 'milk', 'powder', 'amul']","['S-Attribute', 'S-Attribute', 'S-Attribute', 'S-Brand']",badam milk powder amul,True
mosquito repellent patch,Classic Mosquito Net,['mosquito repellent'],patch,"['mosquito', 'repellent', 'patch', 'Classic', 'Mosquito', 'Net']","['B-Attribute', 'E-Attribute', 'S-ProductType', 'B-Brand', 'I-Brand', 'E-Brand']",mosquito repellent patch Classic Mosquito Net,True
capsicum hot bag,Capsicum,['hot'],bag,"['capsicum', 'hot', 'bag']","['S-Brand', 'S-Attribute', 'S-ProductType']",capsicum hot bag,False
carmesi period panties,Carmesi,[],period panties,"['carmesi', 'period', 'panties']","['S-Brand', 'B-ProductType', 'E-ProductType']",carmesi period panties,False
aachi kulambu chilli,Aachi,"['kulambu', 'chilli']",,"['aachi', 'kulambu', 'chilli']","['S-Brand', 'S-Attribute', 'S-Attribute']",aachi kulambu chilli,False
britannia cheese slice,Britannia,[],cheese slice,"['britannia', 'cheese', 'slice']","['S-Brand', 'B-ProductType', 'E-ProductType']",britannia cheese slice,False
nua period panty,Nua,[],period panty,"['nua', 'period', 'panty']","['S-Brand', 'B-ProductType', 'E-ProductType']",nua period panty,False
toys for girls,Star toys,['for girls'],toys,"['toys', 'for', 'girls', 'Star', 'toys']","['S-ProductType', 'B-Attribute', 'E-Attribute', 'B-Brand', 'E-Brand']",toys for girls Star toys,True
high protein paneer,Pantosec,"['high', 'protein']",paneer,"['high', 'protein', 'paneer', 'Pantosec']","['S-Attribute', 'S-Attribute', 'S-ProductType', 'S-Brand']",high protein paneer Pantosec,True
electric heating pad,,[],heating pad,"['electric', 'heating', 'pad']","['O', 'B-ProductType', 'E-ProductType']",electric heating pad,False
salicylic acid face wash,Salactin,['salicylic acid'],face wash,"['salicylic', 'acid', 'face', 'wash', 'Salactin']","['B-Attribute', 'E-Attribute', 'B-ProductType', 'E-ProductType', 'S-Brand']",salicylic acid face wash Salactin,True
american sweet corn,Cornitos,['american'],sweet corn,"['american', 'sweet', 'corn', 'Cornitos']","['S-Attribute', 'B-ProductType', 'E-ProductType', 'S-Brand']",american sweet corn Cornitos,True
paper boat zero,Paper Boat,['zero'],,"['paper', 'boat', 'zero']","['B-Brand', 'E-Brand', 'S-Attribute']",paper boat zero,False
micro sd card,SanDisk,[],sd card,"['micro', 'sd', 'card', 'SanDisk']","['O', 'B-ProductType', 'E-ProductType', 'S-Brand']",micro sd card SanDisk,True
makki ka atta,Sakthi Masala,[],atta,"['makki', 'ka', 'atta', 'Sakthi', 'Masala']","['O', 'O', 'S-ProductType', 'B-Brand', 'E-Brand']",makki ka atta Sakthi Masala,True
on whey protein,ON,[],whey protein,"['on', 'whey', 'protein']","['S-Brand', 'B-ProductType', 'E-ProductType']",on whey protein,False
center fresh mint,Center Fresh,['mint'],,"['center', 'fresh', 'mint']","['B-Brand', 'E-Brand', 'S-Attribute']",center fresh mint,False
mustard oil 5l,Gulab Oil,"['mustard', '5l']",oil,"['mustard', 'oil', '5l', 'Gulab', 'Oil']","['S-Attribute', 'S-ProductType', 'S-Attribute', 'B-Brand', 'E-Brand']",mustard oil 5l Gulab Oil,True
moong dal tata,Tata Sampann,[],moong dal,"['moong', 'dal', 'tata', 'Tata', 'Sampann']","['B-ProductType', 'E-ProductType', 'O', 'B-Brand', 'E-Brand']",moong dal tata Tata Sampann,True
bags & wallets,Skybags,[],bags & wallets,"['bags', '&', 'wallets', 'Skybags']","['B-ProductType', 'I-ProductType', 'E-ProductType', 'S-Brand']",bags & wallets Skybags,True
santoor sandal soap,Santoor,[],soap,"['santoor', 'sandal', 'soap']","['S-Brand', 'O', 'S-ProductType']",santoor sandal soap,False
master gas stove,Master Cook,[],gas stove,"['master', 'gas', 'stove', 'Master', 'Cook']","['O', 'B-ProductType', 'E-ProductType', 'B-Brand', 'E-Brand']",master gas stove Master Cook,True
sunflower oil bottle,Bio Oil,['sunflower'],oil,"['sunflower', 'oil', 'bottle', 'Bio', 'Oil']","['S-Attribute', 'S-ProductType', 'O', 'B-Brand', 'E-Brand']",sunflower oil bottle Bio Oil,True
lotus facial kit,Lotus Herbals,['facial kit'],,"['lotus', 'facial', 'kit', 'Lotus', 'Herbals']","['O', 'B-Attribute', 'E-Attribute', 'B-Brand', 'E-Brand']",lotus facial kit Lotus Herbals,True
elle 18 kajal,Elle 18,[],kajal,"['elle', '18', 'kajal']","['B-Brand', 'E-Brand', 'S-ProductType']",elle 18 kajal,False
keshar kali rice,Keshar Kali,[],rice,"['keshar', 'kali', 'rice']","['B-Brand', 'E-Brand', 'S-ProductType']",keshar kali rice,False
cheetos cheese puffs,Cheetos,['cheese'],puffs,"['cheetos', 'cheese', 'puffs']","['S-Brand', 'S-Attribute', 'S-ProductType']",cheetos cheese puffs,False
milky mist skyr,Milky Mist,['skyr'],,"['milky', 'mist', 'skyr']","['B-Brand', 'E-Brand', 'S-Attribute']",milky mist skyr,False
sheba cat food,Sheba,[],cat food,"['sheba', 'cat', 'food']","['S-Brand', 'B-ProductType', 'E-ProductType']",sheba cat food,False
birthday gifting kids,,"['birthday', 'gifting', 'kids']",,"['birthday', 'gifting', 'kids']","['S-Attribute', 'S-Attribute', 'S-Attribute']",birthday gifting kids,False
rozana basmati rice,Masoori rice,['rozana'],basmati rice,"['rozana', 'basmati', 'rice', 'Masoori', 'rice']","['S-Attribute', 'B-ProductType', 'E-ProductType', 'B-Brand', 'E-Brand']",rozana basmati rice Masoori rice,True
plastic cricket bat,Cricket Lighters,['plastic'],cricket bat,"['plastic', 'cricket', 'bat', 'Cricket', 'Lighters']","['S-Attribute', 'B-ProductType', 'E-ProductType', 'B-Brand', 'E-Brand']",plastic cricket bat Cricket Lighters,True
britannia little hearts,Britannia,['little hearts'],,"['britannia', 'little', 'hearts']","['S-Brand', 'B-Attribute', 'E-Attribute']",britannia little hearts,False
chole & rice,Masoori rice,[],chole & rice,"['chole', '&', 'rice', 'Masoori', 'rice']","['B-ProductType', 'I-ProductType', 'E-ProductType', 'B-Brand', 'E-Brand']",chole & rice Masoori rice,True
britannia treat croissant,Britannia,"['treat', 'croissant']",,"['britannia', 'treat', 'croissant']","['S-Brand', 'S-Attribute', 'S-Attribute']",britannia treat croissant,False
dry fruit barfi,Shree Ganesh Dry Fruits,"['dry', 'fruit']",barfi,"['dry', 'fruit', 'barfi', 'Shree', 'Ganesh', 'Dry', 'Fruits']","['S-Attribute', 'S-Attribute', 'S-ProductType', 'B-Brand', 'I-Brand', 'I-Brand', 'E-Brand']",dry fruit barfi Shree Ganesh Dry Fruits,True
tata groundnut oil,Tata Simply Better,[],groundnut oil,"['tata', 'groundnut', 'oil', 'Tata', 'Simply', 'Better']","['O', 'B-ProductType', 'E-ProductType', 'B-Brand', 'I-Brand', 'E-Brand']",tata groundnut oil Tata Simply Better,True
milk amul gold,Amul,['gold'],milk,"['milk', 'amul', 'gold']","['S-ProductType', 'S-Brand', 'S-Attribute']",milk amul gold,False
kitchen weighing scale,,[],weighing scale,"['kitchen', 'weighing', 'scale']","['O', 'B-ProductType', 'E-ProductType']",kitchen weighing scale,False
zepto cafe sandwich,Zepto Cafe,[],sandwich,"['zepto', 'cafe', 'sandwich']","['B-Brand', 'E-Brand', 'S-ProductType']",zepto cafe sandwich,False
boat bluetooth neckband,boat,[],neckband,"['boat', 'bluetooth', 'neckband']","['S-Brand', 'O', 'S-ProductType']",boat bluetooth neckband,False
new year box,,[],box,"['new', 'year', 'box']","['O', 'O', 'S-ProductType']",new year box,False
india gate classic,India Gate,['classic'],,"['india', 'gate', 'classic']","['B-Brand', 'E-Brand', 'S-Attribute']",india gate classic,False
tata coffee gold,Tata Coffee Gold,[],coffee,"['tata', 'coffee', 'gold']","['B-Brand', 'I-Brand', 'E-Brand']",tata coffee gold,False
manicure pedicure kit,,[],manicure pedicure kit,"['manicure', 'pedicure', 'kit']","['B-ProductType', 'I-ProductType', 'E-ProductType']",manicure pedicure kit,False
daily good cashew,Daily Good,[],cashew,"['daily', 'good', 'cashew']","['B-Brand', 'E-Brand', 'S-ProductType']",daily good cashew,False
happy happy biscuit,Happyglip,[],biscuit,"['happy', 'happy', 'biscuit', 'Happyglip']","['O', 'O', 'S-ProductType', 'S-Brand']",happy happy biscuit Happyglip,True
paper boat pomegranate,Paper Boat,['pomegranate'],,"['paper', 'boat', 'pomegranate']","['B-Brand', 'E-Brand', 'S-Attribute']",paper boat pomegranate,False
washing machine pipe,,[],pipe,"['washing', 'machine', 'pipe']","['O', 'O', 'S-ProductType']",washing machine pipe,False
mother dairy ice cream,Mother Dairy,[],ice cream,"['mother', 'dairy', 'ice', 'cream']","['B-Brand', 'E-Brand', 'B-ProductType', 'E-ProductType']",mother dairy ice cream,False
palmolive body wash,Palmolive,[],body wash,"['palmolive', 'body', 'wash']","['S-Brand', 'B-ProductType', 'E-ProductType']",palmolive body wash,False
multani mitti powder,,['multani mitti'],powder,"['multani', 'mitti', 'powder']","['B-Attribute', 'E-Attribute', 'S-ProductType']",multani mitti powder,False
chicken masala maggi,Maggi,"['chicken', 'masala']",maggi,"['chicken', 'masala', 'maggi']","['S-Attribute', 'S-Attribute', 'S-Brand']",chicken masala maggi,False
mutual climax condom,,['mutual climax'],condom,"['mutual', 'climax', 'condom']","['B-Attribute', 'E-Attribute', 'S-ProductType']",mutual climax condom,False
max protein cookies,Max Protein,[],cookies,"['max', 'protein', 'cookies']","['B-Brand', 'E-Brand', 'S-ProductType']",max protein cookies,False
sofy overnight pads,Sofy,['overnight'],pads,"['sofy', 'overnight', 'pads']","['S-Brand', 'S-Attribute', 'S-ProductType']",sofy overnight pads,False
onion hair oil,Torsinol,['onion'],hair oil,"['onion', 'hair', 'oil', 'Torsinol']","['S-Attribute', 'B-ProductType', 'E-ProductType', 'S-Brand']",onion hair oil Torsinol,True
household hand gloves,,"['household', 'hand']",gloves,"['household', 'hand', 'gloves']","['S-Attribute', 'S-Attribute', 'S-ProductType']",household hand gloves,False
bella vita organic,Bella Vita Organic,[],,"['bella', 'vita', 'organic']","['B-Brand', 'I-Brand', 'E-Brand']",bella vita organic,False
tender coconut opener,Opener,[],coconut opener,"['tender', 'coconut', 'opener']","['O', 'O', 'S-Brand']",tender coconut opener,False
mamaearth vitamin c,Mamaearth,['vitamin c'],,"['mamaearth', 'vitamin', 'c']","['S-Brand', 'B-Attribute', 'E-Attribute']",mamaearth vitamin c,False
beardo hair wax,Beardo,[],hair wax,"['beardo', 'hair', 'wax']","['S-Brand', 'B-ProductType', 'E-ProductType']",beardo hair wax,False
vs mani coffee,VS Mani & Co.,[],coffee,"['vs', 'mani', 'coffee', 'VS', 'Mani', '&', 'Co', '.']","['O', 'O', 'S-ProductType', 'B-Brand', 'I-Brand', 'I-Brand', 'I-Brand', 'E-Brand']",vs mani coffee VS Mani & Co.,True
chakra gold tea,Tata Tea Chakra Gold,[],tea,"['chakra', 'gold', 'tea', 'Tata', 'Tea', 'Chakra', 'Gold']","['O', 'O', 'S-ProductType', 'B-Brand', 'I-Brand', 'I-Brand', 'E-Brand']",chakra gold tea Tata Tea Chakra Gold,True
best choice oil,Bio Oil,['best choice'],oil,"['best', 'choice', 'oil', 'Bio', 'Oil']","['B-Attribute', 'E-Attribute', 'S-ProductType', 'B-Brand', 'E-Brand']",best choice oil Bio Oil,True
egg on eggs,Egg On Eggs,[],egg,"['egg', 'on', 'eggs']","['B-Brand', 'I-Brand', 'E-Brand']",egg on eggs,False
black nail polish,Nailrox,['black'],nail polish,"['black', 'nail', 'polish', 'Nailrox']","['S-Attribute', 'B-ProductType', 'E-ProductType', 'S-Brand']",black nail polish Nailrox,True
on1y onion powder,On1y,[],onion powder,"['on1y', 'onion', 'powder']","['S-Brand', 'B-ProductType', 'E-ProductType']",on1y onion powder,False
too yumm! chips,Too Yumm!,[],chips,"['too', 'yumm', '!', 'chips']","['B-Brand', 'I-Brand', 'E-Brand', 'S-ProductType']",too yumm! chips,False
new year gifts,,[],gifts,"['new', 'year', 'gifts']","['O', 'O', 'S-ProductType']",new year gifts,False
kinder joy herry poter,Kinder Joy,['herry poter'],,"['kinder', 'joy', 'herry', 'poter']","['B-Brand', 'E-Brand', 'B-Attribute', 'E-Attribute']",kinder joy herry poter,False
wireless keyboard and mouse,,[],keyboard and mouse,"['wireless', 'keyboard', 'and', 'mouse']","['O', 'B-ProductType', 'I-ProductType', 'E-ProductType']",wireless keyboard and mouse,False
surf excel detergent bar,Surf Excel,[],detergent bar,"['surf', 'excel', 'detergent', 'bar']","['B-Brand', 'E-Brand', 'B-ProductType', 'E-ProductType']",surf excel detergent bar,False
fun flips snacks,Fun Flips,[],snacks,"['fun', 'flips', 'snacks']","['B-Brand', 'E-Brand', 'S-ProductType']",fun flips snacks,False
ponds bb cream,Pond's,[],bb cream,"['ponds', 'bb', 'cream', ""Pond's""]","['O', 'B-ProductType', 'E-ProductType', 'S-Brand']",ponds bb cream Pond's,True
laser light toy,Star toys,"['laser', 'light']",toy,"['laser', 'light', 'toy', 'Star', 'toys']","['S-Attribute', 'S-Attribute', 'S-ProductType', 'B-Brand', 'E-Brand']",laser light toy Star toys,True
mentho plus balm,Menabol,"['mentho', 'plus']",balm,"['mentho', 'plus', 'balm', 'Menabol']","['S-Attribute', 'S-Attribute', 'S-ProductType', 'S-Brand']",mentho plus balm Menabol,True
comfy sanitary pads,COMFY,[],sanitary pads,"['comfy', 'sanitary', 'pads']","['S-Brand', 'B-ProductType', 'E-ProductType']",comfy sanitary pads,False
tinted lip balm,Tint Cosmetics,['tinted'],lip balm,"['tinted', 'lip', 'balm', 'Tint', 'Cosmetics']","['S-Attribute', 'B-ProductType', 'E-ProductType', 'B-Brand', 'E-Brand']",tinted lip balm Tint Cosmetics,True
khadi natural soap,Khadi Naturals,['natural'],soap,"['khadi', 'natural', 'soap', 'Khadi', 'Naturals']","['O', 'S-Attribute', 'S-ProductType', 'B-Brand', 'E-Brand']",khadi natural soap Khadi Naturals,True
nakpro whey protein,Nakpro,[],whey protein,"['nakpro', 'whey', 'protein']","['S-Brand', 'B-ProductType', 'E-ProductType']",nakpro whey protein,False
disposable face mask,Suraksha Mask,[],face mask,"['disposable', 'face', 'mask', 'Suraksha', 'Mask']","['O', 'B-ProductType', 'E-ProductType', 'B-Brand', 'E-Brand']",disposable face mask Suraksha Mask,True
christmas fruit cake,Cake Mania,"['christmas', 'fruit']",cake,"['christmas', 'fruit', 'cake', 'Cake', 'Mania']","['S-Attribute', 'S-Attribute', 'S-ProductType', 'B-Brand', 'E-Brand']",christmas fruit cake Cake Mania,True
dark chocolate oats,Darkins Chocolates,"['dark', 'chocolate']",oats,"['dark', 'chocolate', 'oats', 'Darkins', 'Chocolates']","['S-Attribute', 'S-Attribute', 'S-ProductType', 'B-Brand', 'E-Brand']",dark chocolate oats Darkins Chocolates,True
ritebite protein bar,,[],protein bar,"['ritebite', 'protein', 'bar']","['O', 'B-ProductType', 'E-ProductType']",ritebite protein bar,False
men's formal shoes,Adidas Apparel,"[""men's""]",formal shoes,"[""men's"", 'formal', 'shoes', 'Adidas', 'Apparel']","['S-Attribute', 'B-ProductType', 'E-ProductType', 'B-Brand', 'E-Brand']",men's formal shoes Adidas Apparel,True
amla hair oil,,['amla'],hair oil,"['amla', 'hair', 'oil']","['S-Attribute', 'B-ProductType', 'E-ProductType']",amla hair oil,False
wishcare face sunscreen,WishCare,"['face', 'sunscreen']",,"['wishcare', 'face', 'sunscreen']","['S-Brand', 'S-Attribute', 'S-Attribute']",wishcare face sunscreen,False
cetaphil moisturising cream,Cetaphil,['moisturising'],cream,"['cetaphil', 'moisturising', 'cream']","['S-Brand', 'S-Attribute', 'S-ProductType']",cetaphil moisturising cream,False
cetaphil night cream,Cetaphil,['night'],cream,"['cetaphil', 'night', 'cream']","['S-Brand', 'S-Attribute', 'S-ProductType']",cetaphil night cream,False
milk mother dairy,Mother Dairy,[],milk,"['milk', 'mother', 'dairy']","['S-ProductType', 'B-Brand', 'E-Brand']",milk mother dairy,False
kaccha aam candy,Aastha,['kaccha aam'],candy,"['kaccha', 'aam', 'candy', 'Aastha']","['B-Attribute', 'E-Attribute', 'S-ProductType', 'S-Brand']",kaccha aam candy Aastha,True
boldfit water bottle,Boldfit,['water'],bottle,"['boldfit', 'water', 'bottle']","['S-Brand', 'S-Attribute', 'S-ProductType']",boldfit water bottle,False
type c to type c,,[],,"['type', 'c', 'to', 'type', 'c']","['O', 'O', 'O', 'O', 'O']",type c to type c,False
dairy day ice cream,Dairy Day,[],ice cream,"['dairy', 'day', 'ice', 'cream']","['B-Brand', 'E-Brand', 'B-ProductType', 'E-ProductType']",dairy day ice cream,False
colin surface cleaner,Colin,[],surface cleaner,"['colin', 'surface', 'cleaner']","['S-Brand', 'B-ProductType', 'E-ProductType']",colin surface cleaner,False
just herbs lipstick,Justherbs,[],lipstick,"['just', 'herbs', 'lipstick', 'Justherbs']","['O', 'O', 'S-ProductType', 'S-Brand']",just herbs lipstick Justherbs,True
faces canada kajal,Faces Canada,[],kajal,"['faces', 'canada', 'kajal']","['B-Brand', 'E-Brand', 'S-ProductType']",faces canada kajal,False
dalda groundnut oil,Dalda,[],groundnut oil,"['dalda', 'groundnut', 'oil']","['S-Brand', 'B-ProductType', 'E-ProductType']",dalda groundnut oil,False
kurnool sona masoori,Masoori rice,['sona masoori'],rice,"['kurnool', 'sona', 'masoori', 'Masoori', 'rice']","['O', 'B-Attribute', 'E-Attribute', 'B-Brand', 'E-Brand']",kurnool sona masoori Masoori rice,True
kids lunch box,Lunch,['kids'],lunch box,"['kids', 'lunch', 'box']","['S-Attribute', 'S-Brand', 'O']",kids lunch box,False
baby milk bottle,Dairy Milk,[],milk bottle,"['baby', 'milk', 'bottle', 'Dairy', 'Milk']","['O', 'B-ProductType', 'E-ProductType', 'B-Brand', 'E-Brand']",baby milk bottle Dairy Milk,True
garnier color naturals,Garnier,[],color naturals,"['garnier', 'color', 'naturals']","['S-Brand', 'B-ProductType', 'E-ProductType']",garnier color naturals,False
gillette shaving gel,Gillette,[],shaving gel,"['gillette', 'shaving', 'gel']","['S-Brand', 'B-ProductType', 'E-ProductType']",gillette shaving gel,False
exam writing pad,,[],writing pad,"['exam', 'writing', 'pad']","['O', 'B-ProductType', 'E-ProductType']",exam writing pad,False
orion choco pie,Orion,[],choco pie,"['orion', 'choco', 'pie']","['S-Brand', 'B-ProductType', 'E-ProductType']",orion choco pie,False
medimix soap combo,Medimix,['combo'],soap,"['medimix', 'soap', 'combo']","['S-Brand', 'S-ProductType', 'S-Attribute']",medimix soap combo,False
weikfield baking powder,Weikfield,[],baking powder,"['weikfield', 'baking', 'powder']","['S-Brand', 'B-ProductType', 'E-ProductType']",weikfield baking powder,False
swiss beauty blush,Swiss Beauty,[],blush,"['swiss', 'beauty', 'blush']","['B-Brand', 'E-Brand', 'S-ProductType']",swiss beauty blush,False
arokya toned milk,Arokya,['toned'],milk,"['arokya', 'toned', 'milk']","['S-Brand', 'S-Attribute', 'S-ProductType']",arokya toned milk,False
